id,action,details,created_at
log_1785947315264_70a4,Bisleri Water 500ml (Stock IN (+)),'+45 pcs | Manual IN entry recorded for J067,2026-08-05T16:28:35.267Z
log_1785948089347_ggvd,Vim Soap / Bar (Bhim Srap) (Stock IN (+)),'+20 pcs | Manual IN entry recorded for J124,2026-08-05T16:41:29.349Z
log_1785948170274_jost,Surf Excel Detergent (Stock IN (+)),'+3 packet | Manual IN entry recorded for J126,2026-08-05T16:42:50.276Z
log_1785948330748_f9ny,Hand Wash Liquid (Stock IN (+)),'+2 packet | Manual IN entry recorded for J127,2026-08-05T16:45:30.750Z
log_1785948591761_zxda,Phenyl (Finaile) (Stock IN (+)),'+1 packet | Manual IN entry recorded for J129,2026-08-05T16:49:51.762Z
log_1785948613538_gesz,Harpic Toilet Cleaner (Stock IN (+)),'+1 packet | Manual IN entry recorded for J128,2026-08-05T16:50:13.540Z
log_1785948630433_99hj,Vim Liquid Dishwash (Stock IN (+)),'+2 packet | Manual IN entry recorded for J125,2026-08-05T16:50:30.436Z
log_1785948738473_d94q,Capsicum (Stock IN (+)),'+6 kg | Manual IN entry recorded for J079,2026-08-05T16:52:18.475Z
log_1785948763874_mv95,Carrot (Stock IN (+)),'+5 kg | Manual IN entry recorded for J080,2026-08-05T16:52:43.877Z
log_1785948786679_vrwl,Green Chilli (কাঁচা লঙ্কা) (Stock IN (+)),'+2 kg | Manual IN entry recorded for J082,2026-08-05T16:53:06.681Z
log_1785948852865_zriz,Tomato (টমেটো) (Stock IN (+)),'+7 kg | Manual IN entry recorded for J083,2026-08-05T16:54:12.867Z
log_1785948995807_musk,Cabbage (বাঁধাকপি) (Stock IN (+)),'+10 kg | Manual IN entry recorded for J084,2026-08-05T16:56:35.809Z
log_1785949013119_95f8,Cucumber (শসা) (Stock IN (+)),'+5 kg | Manual IN entry recorded for J088,2026-08-05T16:56:53.121Z
log_1785949026952_7k13,Dry Chilli (Stock IN (+)),'+1000 g | Manual IN entry recorded for J027,2026-08-05T16:57:06.955Z
log_1785949059695_drjl,Ginger (আদা) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J077,2026-08-05T16:57:39.697Z
log_1785949070582_mjgt,Garlic (রসুন) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J078,2026-08-05T16:57:50.584Z
log_1785949082733_ypbl,Beans (Stock IN (+)),'+2.5 kg | Manual IN entry recorded for J081,2026-08-05T16:58:02.735Z
log_1785949096906_h6h7,Dahi (দই / Curd) (Stock IN (+)),'+4 kg | Manual IN entry recorded for J055,2026-08-05T16:58:16.909Z
log_1785949120021_cie4,Milk (দুধ) (Stock IN (+)),'+2 packet | Manual IN entry recorded for J054,2026-08-05T16:58:40.023Z
log_1785949134277_d6di,Butter (Stock IN (+)),'+5 packet | Manual IN entry recorded for J057,2026-08-05T16:58:54.280Z
log_1785949162502_bfs3,Staff Rice (Stock IN (+)),'+10 kg | Manual IN entry recorded for J053,2026-08-05T16:59:22.504Z
log_1785949182917_tpjp,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-05T16:59:42.919Z
log_1785949192445_vpqs,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-05T16:59:52.447Z
log_1785949215631_mcib,Ajinomoto (Ajina) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J016,2026-08-05T17:00:15.633Z
log_1785949307500_bd2c,Ajinomoto (Ajina) (Delete wrong OUT),'-2 kg | Deleted wrong OUT entry for SKU J016,2026-08-05T17:01:47.502Z
log_1785949312674_whm0,Ajinomoto (Ajina) (Delete wrong OUT),'-0.5 kg | Deleted wrong OUT entry for SKU J016,2026-08-05T17:01:52.676Z
log_1785949321783_ksff,Ajinomoto (Ajina) (Stock OUT (-)),'-1.5 kg | Manual OUT entry recorded for J016,2026-08-05T17:02:01.786Z
log_1785949708710_9swb,Corn Flour (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J012,2026-08-05T17:08:28.712Z
log_1785949722775_xc1l,Tomato Sauce (টমেটো sos) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J008,2026-08-05T17:08:42.777Z
log_1785949757065_llzq,Dalchini (Cinnamon) (Stock OUT (-)),'-150 g | Manual OUT entry recorded for J037,2026-08-05T17:09:17.067Z
log_1785950846062_g2ja,Rose Petals (Stock OUT (-)),'-100 g | Manual OUT entry recorded for J039,2026-08-05T17:27:26.064Z
log_1785950881273_ew7t,Chilli Powder (Stock OUT (-)),'-3 packet | Manual OUT entry recorded for J017,2026-08-05T17:28:01.275Z
log_1785951122903_fhf8,Baking Powder (Stock OUT (-)),'-1 box | Manual OUT entry recorded for J043,2026-08-05T17:32:02.905Z
log_1785951138661_6bbg,Mustard Oil (মাস্টার অয়েল) (Stock OUT (-)),'-1 L | Manual OUT entry recorded for J004,2026-08-05T17:32:18.662Z
log_1785951157567_qm3i,Mushroom (Stock OUT (-)),'-1 box | Manual OUT entry recorded for J044,2026-08-05T17:32:37.569Z
log_1785951205072_5j8b,Maida (মাইদা) (Stock OUT (-)),'-3.5 kg | Manual OUT entry recorded for J005,2026-08-05T17:33:25.074Z
log_1785951353144_8uzq,Maida (মাইদা) (Delete wrong OUT),'-3.5 kg | Deleted wrong OUT entry for SKU J005,2026-08-05T17:35:53.147Z
log_1785951385961_nr3q,Tomato (টমেটো) (Stock OUT (-)),'-0.7 kg | Manual OUT entry recorded for J083,2026-08-05T17:36:25.963Z
log_1785951420666_gk9y,Capsicum (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J079,2026-08-05T17:37:00.669Z
log_1785951461181_i9b4,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-05T17:37:41.183Z
log_1785951493746_ddkt,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-0.12 kg | Manual OUT entry recorded for J084,2026-08-05T17:38:13.748Z
log_1785951524672_pff2,Cucumber (শসা) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J088,2026-08-05T17:38:44.675Z
log_1785951542895_8k5u,Dhania Pata (Coriander) (Stock OUT (-)),'-0.2 kg | Manual OUT entry recorded for J086,2026-08-05T17:39:02.897Z
log_1785951562998_3sya,Potato (আলু) (Stock OUT (-)),'-2.5 kg | Manual OUT entry recorded for J075,2026-08-05T17:39:23.000Z
log_1785951601369_jo3r,Onion (পেঁয়াজ) (Stock OUT (-)),'-3.5 kg | Manual OUT entry recorded for J076,2026-08-05T17:40:01.371Z
log_1785951623537_af1k,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.2 kg | Manual OUT entry recorded for J082,2026-08-05T17:40:23.539Z
log_1785951664680_vd2w,Beans (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J081,2026-08-05T17:41:04.682Z
log_1785951719271_09ob,Dahi (দই / Curd) (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J055,2026-08-05T17:41:59.274Z
log_1785951735791_iihc,Milk (দুধ) (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J054,2026-08-05T17:42:15.793Z
log_1785951776128_psba,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-05T17:42:56.130Z
log_1785951795710_ja75,13x16 Carry Bag (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J112,2026-08-05T17:43:15.713Z
log_1785951863813_j3kc,Bisleri Water 1L (Stock OUT (-)),'-7 pcs | Manual OUT entry recorded for J064,2026-08-05T17:44:23.817Z
log_1785951877053_5irs,Bisleri Water 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J067,2026-08-05T17:44:37.055Z
log_1785951895800_qbun,Campa White 100ml (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J060,2026-08-05T17:44:55.803Z
log_1785951916604_uxvf,Campa White 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J062,2026-08-05T17:45:16.607Z
log_1785951955200_bgcb,Campa White 500ml (Delete wrong OUT),'-4 pcs | Deleted wrong OUT entry for SKU J062,2026-08-05T17:45:55.205Z
log_1785951966199_m9rp,Campa Black 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J061,2026-08-05T17:46:06.201Z
log_1786022643398_pe9j,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-06T13:24:03.401Z
log_1786022652639_qrow,Chowmein Noodle (চাউমিন) (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J007,2026-08-06T13:24:12.640Z
log_1786022670844_1mu0,Chilli Powder (Stock OUT (-)),'-3 packet | Manual OUT entry recorded for J017,2026-08-06T13:24:30.848Z
log_1786022689203_0exh,Haldi (Turmeric Powder) (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J018,2026-08-06T13:24:49.206Z
log_1786022724488_z83n,Chat Masala (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J014,2026-08-06T13:25:24.490Z
log_1786022893095_mhgc,Refined Oil (রেফাইন্ড অয়েল) (Stock OUT (-)),'-1 L | Manual OUT entry recorded for J003,2026-08-06T13:28:13.100Z
log_1786022904965_cvgk,Vinegar (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J011,2026-08-06T13:28:24.968Z
log_1786022927164_2kx4,Tomato (টমেটো) (Stock OUT (-)),'-0.4 kg | Manual OUT entry recorded for J083,2026-08-06T13:28:47.169Z
log_1786022946146_xo7c,Capsicum (Stock OUT (-)),'-0.7 kg | Manual OUT entry recorded for J079,2026-08-06T13:29:06.148Z
log_1786022961564_5yvc,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-06T13:29:21.568Z
log_1786023011130_mdl4,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-1.1 kg | Manual OUT entry recorded for J084,2026-08-06T13:30:11.133Z
log_1786023057497_a0r3,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.25 kg | Manual OUT entry recorded for J082,2026-08-06T13:30:57.503Z
log_1786023179377_bxj5,Potato (আলু) (Stock OUT (-)),'-3.5 kg | Manual OUT entry recorded for J075,2026-08-06T13:32:59.380Z
log_1786023197932_v56q,Onion (পেঁয়াজ) (Stock OUT (-)),'-4.5 kg | Manual OUT entry recorded for J076,2026-08-06T13:33:17.934Z
log_1786023225111_wiij,Ginger (আদা) (Stock OUT (-)),'-3 kg | Manual OUT entry recorded for J077,2026-08-06T13:33:45.113Z
log_1786023248604_c2tm,Garlic (রসুন) (Stock OUT (-)),'-2.2 kg | Manual OUT entry recorded for J078,2026-08-06T13:34:08.607Z
log_1786023296388_98as,Potato (আলু) (Stock IN (+)),'+10 kg | Manual IN entry recorded for J075,2026-08-06T13:34:56.391Z
log_1786023315112_cbw9,Onion (পেঁয়াজ) (Stock IN (+)),'+17 kg | Manual IN entry recorded for J076,2026-08-06T13:35:15.114Z
log_1786023338367_2epw,Paneer (পনির) (Stock IN (+)),'+250 g | Manual IN entry recorded for J056,2026-08-06T13:35:38.370Z
log_1786023349415_7o0e,Milk (দুধ) (Stock IN (+)),'+2 packet | Manual IN entry recorded for J054,2026-08-06T13:35:49.417Z
log_1786023485756_q3vo,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-06T13:38:05.760Z
log_1786023554321_hwvz,Milk (দুধ) (Stock IN (+)),'+1 packet | Manual IN entry recorded for J054,2026-08-06T13:39:14.323Z
log_1786023735147_lexw,Dahi (দই / Curd) (Delete wrong IN),'+18 kg | Deleted wrong IN entry for SKU J055,2026-08-06T13:42:15.157Z
log_1786023742537_cxgi,Dahi (দই / Curd) (Delete wrong IN),'+16 kg | Deleted wrong IN entry for SKU J055,2026-08-06T13:42:22.541Z
log_1786023881011_2yso,Dahi (দই / Curd) (Delete wrong OUT),'-16 kg | Deleted wrong OUT entry for SKU J055,2026-08-06T13:44:41.015Z
log_1786023929173_csdj,Dahi (দই / Curd) (Delete wrong IN),'+4 kg | Deleted wrong IN entry for SKU J055,2026-08-06T13:45:29.175Z
log_1786023996037_cizn,Dahi (দই / Curd) (Stock OUT (-)),'-4 kg | Manual OUT entry recorded for J055,2026-08-06T13:46:36.039Z
log_1786024009516_7a1s,Dahi (দই / Curd) (Stock IN (+)),'+1 kg | Manual IN entry recorded for J055,2026-08-06T13:46:49.518Z
log_1786024019739_tyvp,Dahi (দই / Curd) (Delete wrong IN),'+1 kg | Deleted wrong IN entry for SKU J055,2026-08-06T13:46:59.743Z
log_1786024035499_zzl1,Dahi (দই / Curd) (Stock IN (+)),'+2 kg | Manual IN entry recorded for J055,2026-08-06T13:47:15.502Z
log_1786029361253_gd4u,Tissue Paper (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J108,2026-08-06T15:16:01.256Z
log_1786029411089_pzx1,1000ml Container (Stock OUT (-)),'-50 pcs | Manual OUT entry recorded for J104,2026-08-06T15:16:51.092Z
log_1786030897937_wc1c,Dhania Pata (Coriander) (Stock OUT (-)),'-330 kg | Manual OUT entry recorded for J086,2026-08-06T15:41:37.941Z
log_1786032423767_mhzx,Dhania Pata (Coriander) (Stock OUT (-)),'-0.33 kg | Manual OUT entry recorded for J086,2026-08-06T16:07:03.770Z
log_1786032469170_v87n,Onion (পেঁয়াজ) (Stock OUT (-)),'-19.5 kg | Manual OUT entry recorded for J076,2026-08-06T16:07:49.174Z
log_1786033809644_k5fu,Onion (পেঁয়াজ) (Stock IN (+)),'+5 kg | Manual IN entry recorded for J076,2026-08-06T16:30:09.648Z
log_1786033864902_qtsf,Dhania Pata (Coriander) (Delete wrong OUT),'-330 kg | Deleted wrong OUT entry for SKU J086,2026-08-06T16:31:04.908Z
log_1786036757122_2z5p,Campa Black 500ml (Stock OUT (-)),'-5 pcs | Manual OUT entry recorded for J061,2026-08-06T17:19:17.125Z
log_1786036789226_ynll,Kinley Water 1L (Stock OUT (-)),'-12 pcs | Manual OUT entry recorded for J063,2026-08-06T17:19:49.229Z
log_1786036830993_ubuf,Sprite 1L (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J074,2026-08-06T17:20:30.995Z
log_1786036837809_wgx1,Sprite 1L (Delete wrong OUT),'-2 pcs | Deleted wrong OUT entry for SKU J074,2026-08-06T17:20:37.811Z
log_1786036890634_4s81,Rs 10 Cone (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J090,2026-08-06T17:21:30.636Z
log_1786036953610_f09l,Rs 30 Cone (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J095,2026-08-06T17:22:33.611Z
log_1786037778897_ffxv,Rs 20 Stick (Stock OUT (-)),'-6 pcs | Manual OUT entry recorded for J093,2026-08-06T17:36:18.900Z
log_1786084917809_e5go,Dhania Pata (Coriander) (Delete wrong OUT),'-330 kg | Deleted wrong OUT entry for SKU J086,2026-08-07T06:41:57.814Z
log_1786085203535_a42q,Kinley Water 1L (Delete wrong OUT),'-12 pcs | Deleted wrong OUT entry for SKU J063,2026-08-07T06:46:43.548Z
log_1786085223321_6o12,Bisleri Water 1L (Stock OUT (-)),'-12 pcs | Manual OUT entry recorded for J064,2026-08-07T06:47:03.325Z
log_1786106457643_3qg9,Chilli Powder (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J017,2026-08-07T12:40:57.645Z
log_1786106493444_e5v4,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-07T12:41:33.446Z
log_1786106537876_1zir,Maida (মাইদা) (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J005,2026-08-07T12:42:17.879Z
log_1786106557755_wyfb,Maida (মাইদা) (Delete wrong OUT),'-1 kg | Deleted wrong OUT entry for SKU J005,2026-08-07T12:42:37.758Z
log_1786106578620_f69x,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-07T12:42:58.622Z
log_1786106621004_3g0c,Red Food Color (Stock OUT (-)),'-1 box | Manual OUT entry recorded for J024,2026-08-07T12:43:41.006Z
log_1786106661836_f45z,Posto (Poppy Seeds) (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J030,2026-08-07T12:44:21.839Z
log_1786106684643_pm19,Dalda / Vanaspati (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J031,2026-08-07T12:44:44.645Z
log_1786106716875_79up,Mogoz (Melon Seeds) (Stock OUT (-)),'-100 g | Manual OUT entry recorded for J033,2026-08-07T12:45:16.877Z
log_1786106775819_btkd,Dhania (Coriander Seeds) (Stock OUT (-)),'-200 g | Manual OUT entry recorded for J051,2026-08-07T12:46:15.821Z
log_1786106803235_ex49,Egg (ডিম) (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J052,2026-08-07T12:46:43.238Z
log_1786106840450_x2ww,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-07T12:47:20.452Z
log_1786106867613_rimr,Kinley Water 1L (Stock OUT (-)),'-3 pcs | Manual OUT entry recorded for J063,2026-08-07T12:47:47.615Z
log_1786106898980_9qn5,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-07T12:48:18.983Z
log_1786106936372_e5fq,Potato (আলু) (Stock OUT (-)),'-2.8 kg | Manual OUT entry recorded for J075,2026-08-07T12:48:56.374Z
log_1786106988339_vvxf,Onion (পেঁয়াজ) (Stock OUT (-)),'-4.2 kg | Manual OUT entry recorded for J076,2026-08-07T12:49:48.342Z
log_1786107035699_q86d,Capsicum (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J079,2026-08-07T12:50:35.702Z
log_1786107105508_lesv,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-07T12:51:45.512Z
log_1786107145947_73c6,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.25 kg | Manual OUT entry recorded for J082,2026-08-07T12:52:25.950Z
log_1786107195811_ghck,Tomato (টমেটো) (Stock OUT (-)),'-3.6 kg | Manual OUT entry recorded for J083,2026-08-07T12:53:15.814Z
log_1786107236147_v96o,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-1.1 kg | Manual OUT entry recorded for J084,2026-08-07T12:53:56.149Z
log_1786107286651_ml6e,Dhania Pata (Coriander) (Stock OUT (-)),'-0.3 kg | Manual OUT entry recorded for J086,2026-08-07T12:54:46.653Z
log_1786107340259_n2my,Cucumber (শসা) (Stock OUT (-)),'-0.6 kg | Manual OUT entry recorded for J088,2026-08-07T12:55:40.261Z
log_1786107452482_pwiv,13x16 Carry Bag (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J112,2026-08-07T12:57:32.487Z
log_1786107520283_jfml,Tissue Paper (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J108,2026-08-07T12:58:40.286Z
log_1786107586971_sx1n,Vim Soap / Bar (Bhim Srap) (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J124,2026-08-07T12:59:46.974Z
log_1786107725443_6838,Egg (ডিম) (Stock IN (+)),'+4 packet | Manual IN entry recorded for J052,2026-08-07T13:02:05.446Z
log_1786107771299_p8as,Onion (পেঁয়াজ) (Delete wrong OUT),'-4.2 kg | Deleted wrong OUT entry for SKU J076,2026-08-07T13:02:51.302Z
log_1786107817396_ivln,Onion (পেঁয়াজ) (Stock OUT (-)),'-9 kg | Manual OUT entry recorded for J076,2026-08-07T13:03:37.398Z
log_1786111021825_dobt,750ml Container (Stock OUT (-)),'-50 pcs | Manual OUT entry recorded for J106,2026-08-07T13:57:01.829Z
log_1786114400173_83xs,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-3 packet | Manual OUT entry recorded for J002,2026-08-07T14:53:20.178Z
log_1786114434507_wm1f,Palm Oil (পাম অয়েল) (Delete wrong OUT),'-5 packet | Deleted wrong OUT entry for SKU J002,2026-08-07T14:53:54.510Z
log_1786114442674_egdh,Palm Oil (পাম অয়েল) (Delete wrong OUT),'-3 packet | Deleted wrong OUT entry for SKU J002,2026-08-07T14:54:02.679Z
log_1786114464177_x3dr,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-8 packet | Manual OUT entry recorded for J002,2026-08-07T14:54:24.181Z
log_1786114507665_50ib,Papad (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J046,2026-08-07T14:55:07.668Z
log_1786114701436_dxn8,Chat Masala (Stock OUT (-)),'-3 packet | Manual OUT entry recorded for J014,2026-08-07T14:58:21.438Z
log_1786114713856_64nd,Palm Oil (পাম অয়েল) (Delete wrong OUT),'-3 packet | Deleted wrong OUT entry for SKU J002,2026-08-07T14:58:33.859Z
log_1786114750305_fxfq,Kinley Water 1L (Delete wrong OUT),'-3 pcs | Deleted wrong OUT entry for SKU J063,2026-08-07T14:59:10.308Z
log_1786114773209_fw0a,Maida (মাইদা) (Delete wrong OUT),'-1 kg | Deleted wrong OUT entry for SKU J005,2026-08-07T14:59:33.213Z
log_1786114783930_87g6,Palm Oil (পাম অয়েল) (Delete wrong OUT),'-5 packet | Deleted wrong OUT entry for SKU J002,2026-08-07T14:59:43.933Z
log_1786119805504_63e8,Local Mineral Water 500ml (Stock OUT (-)),'-6 pcs | Manual OUT entry recorded for J068,2026-08-07T16:23:25.508Z
log_1786119833707_tp57,Onion (পেঁয়াজ) (Delete wrong OUT),'-9 kg | Deleted wrong OUT entry for SKU J076,2026-08-07T16:23:53.709Z
log_1786122597741_fcnn,Local Mineral Water 500ml (Delete wrong OUT),'-6 pcs | Deleted wrong OUT entry for SKU J068,2026-08-07T17:09:57.743Z
log_1786122609069_44le,Kinley Water 1L (Delete wrong OUT),'-12 pcs | Deleted wrong OUT entry for SKU J063,2026-08-07T17:10:09.072Z
log_1786122611476_h5tk,Palm Oil (পাম অয়েল) (Delete wrong OUT),'-3 packet | Deleted wrong OUT entry for SKU J002,2026-08-07T17:10:11.480Z
log_1786122662985_i2g7,Kinley Water 1L (Delete wrong OUT),'-3 pcs | Deleted wrong OUT entry for SKU J063,2026-08-07T17:11:02.989Z
log_1786122681761_eyhp,Bisleri Water 1L (Stock OUT (-)),'-7 pcs | Manual OUT entry recorded for J064,2026-08-07T17:11:21.766Z
log_1786122696030_ihw5,Local Mineral Water 500ml (Delete wrong OUT),'-6 pcs | Deleted wrong OUT entry for SKU J068,2026-08-07T17:11:36.045Z
log_1786122711741_ijak,Bisleri Water 500ml (Stock OUT (-)),'-6 pcs | Manual OUT entry recorded for J067,2026-08-07T17:11:51.744Z
log_1786122729092_sut0,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-07T17:12:09.097Z
log_1786122767003_xu7y,Onion (পেঁয়াজ) (Delete wrong OUT),'-9 kg | Deleted wrong OUT entry for SKU J076,2026-08-07T17:12:47.011Z
log_1786122777693_1dpg,Onion (পেঁয়াজ) (Stock OUT (-)),'-6.5 kg | Manual OUT entry recorded for J076,2026-08-07T17:12:57.696Z
log_1786122821218_6kt7,Onion (পেঁয়াজ) (Delete wrong OUT),'-4.2 kg | Deleted wrong OUT entry for SKU J076,2026-08-07T17:13:41.222Z
log_1786124683126_57yu,Onion (পেঁয়াজ) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J076,2026-08-07T17:44:43.130Z
log_1786124696631_yh26,Dhania Pata (Coriander) (Stock OUT (-)),'-0.55 kg | Manual OUT entry recorded for J086,2026-08-07T17:44:56.634Z
log_1786124883697_boha,Egg (ডিম) (Stock OUT (-)),'-7 packet | Manual OUT entry recorded for J052,2026-08-07T17:48:03.701Z
log_1786125757595_9kzb,Bisleri Water 1L (Stock OUT (-)),'-3 pcs | Manual OUT entry recorded for J064,2026-08-07T18:02:37.598Z
log_1786125815066_oyco,Campa Black 500ml (Stock OUT (-)),'-6 pcs | Manual OUT entry recorded for J061,2026-08-07T18:03:35.068Z
log_1786125836133_sadc,Campa White 500ml (Stock OUT (-)),'-3 pcs | Manual OUT entry recorded for J062,2026-08-07T18:03:56.135Z
log_1786125864126_qv97,CAMPA JEERA (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J138,2026-08-07T18:04:24.128Z
log_1786197216916_uzut,Rice (রাইস) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J001,2026-08-08T13:53:36.919Z
log_1786197412784_dgjg,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-08T13:56:52.786Z
log_1786197440426_xhtz,Refined Oil (রেফাইন্ড অয়েল) (Stock OUT (-)),'-1 L | Manual OUT entry recorded for J003,2026-08-08T13:57:20.429Z
log_1786197505334_qc4t,Atta (আটা) (Stock OUT (-)),'-5 kg | Manual OUT entry recorded for J006,2026-08-08T13:58:25.336Z
log_1786197539293_qkwj,Chowmein Noodle (চাউমিন) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J007,2026-08-08T13:58:59.296Z
log_1786197644633_6vji,Tomato Sauce (টমেটো sos) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J008,2026-08-08T14:00:44.636Z
log_1786197661319_9yif,Chili Sauce (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J009,2026-08-08T14:01:01.323Z
log_1786197678746_849i,Vinegar (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J011,2026-08-08T14:01:18.748Z
log_1786198083496_jlcv,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-08T14:08:03.499Z
log_1786198115507_h1xb,Milk (দুধ) (Stock IN (+)),'+2 packet | Manual IN entry recorded for J054,2026-08-08T14:08:35.511Z
log_1786198132448_v5he,Dahi (দই / Curd) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J055,2026-08-08T14:08:52.451Z
log_1786198191952_z7b6,Onion (পেঁয়াজ) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J076,2026-08-08T14:09:51.955Z
log_1786198277440_xhxe,Potato (আলু) (Stock OUT (-)),'-4.5 kg | Manual OUT entry recorded for J075,2026-08-08T14:11:17.443Z
log_1786198362088_vqgn,Onion (পেঁয়াজ) (Stock OUT (-)),'-4 kg | Manual OUT entry recorded for J076,2026-08-08T14:12:42.091Z
log_1786198404959_q70m,Capsicum (Stock OUT (-)),'-0.8 kg | Manual OUT entry recorded for J079,2026-08-08T14:13:24.962Z
log_1786198441919_vf9z,Carrot (Stock OUT (-)),'-0.55 kg | Manual OUT entry recorded for J080,2026-08-08T14:14:01.921Z
log_1786198473753_23wz,Beans (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J081,2026-08-08T14:14:33.756Z
log_1786198557758_rjc6,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.25 kg | Manual OUT entry recorded for J082,2026-08-08T14:15:57.761Z
log_1786198586555_id4v,Tomato (টমেটো) (Stock OUT (-)),'-0.8 kg | Manual OUT entry recorded for J083,2026-08-08T14:16:26.558Z
log_1786198774497_h3jl,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-1.5 kg | Manual OUT entry recorded for J084,2026-08-08T14:19:34.499Z
log_1786198807098_38wl,Cucumber (শসা) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J088,2026-08-08T14:20:07.100Z
log_1786199383759_srix,Dahi (দই / Curd) (Stock OUT (-)),'-4 kg | Manual OUT entry recorded for J055,2026-08-08T14:29:43.762Z
log_1786201641049_uuvf,13x16 Carry Bag (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J112,2026-08-08T15:07:21.052Z
log_1786205173247_expy,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-08T16:06:13.250Z
