id,date,item_id,item_sku,item_name,qty,unit,used_by,notes,created_at
out_1786463969659,11-08-2026,stk_54,J054,Milk (দুধ),1,packet,,,2026-08-11T15:59:29.659Z
out_1786468209070,11-08-2026,stk_3,J003,Refined Oil (রেফাইন্ড অয়েল),1,L,,,2026-08-11T17:10:09.070Z
out_1786549593608,12-08-2026,stk_1,J001,Rice (রাইস),1,packet,,,2026-08-12T15:46:33.608Z
out_1786549778868,12-08-2026,stk_2,J002,Palm Oil (পাম অয়েল),8,packet,,,2026-08-12T15:49:38.868Z
out_1786549832864,12-08-2026,stk_4,J004,Mustard Oil (মাস্টার অয়েল),1,L,,,2026-08-12T15:50:32.864Z
out_1786549872278,12-08-2026,stk_7,J007,Chowmein Noodle (চাউমিন),5,packet,,,2026-08-12T15:51:12.278Z
out_1786549902969,12-08-2026,stk_13,J013,Kasuri Methi,1,pcs,,,2026-08-12T15:51:42.969Z
out_1786549942755,12-08-2026,stk_17,J017,Chilli Powder,5,packet,,,2026-08-12T15:52:22.756Z
out_1786549955809,12-08-2026,stk_18,J018,Haldi (Turmeric Powder),4,packet,,,2026-08-12T15:52:35.810Z
out_1786550001331,12-08-2026,stk_34,J034,Elachi (Cardamom),0.1,g,,,2026-08-12T15:53:21.331Z
out_1786550026361,12-08-2026,stk_35,J035,Long (Cloves),0.1,g,,,2026-08-12T15:53:46.361Z
out_1786550127583,12-08-2026,stk_41,J041,Black Pepper (Gol Morich),0.2,g,,,2026-08-12T15:55:27.583Z
out_1786550154017,12-08-2026,stk_124,J124,Vim Soap / Bar (Bhim Srap),3,pcs,,,2026-08-12T15:55:54.018Z
out_1786550200343,12-08-2026,stk_54,J054,Milk (দুধ),1,packet,,,2026-08-12T15:56:40.344Z
out_1786550225954,12-08-2026,stk_55,J055,Dahi (দই / Curd),9,kg,,,2026-08-12T15:57:05.955Z
out_1786550309409,12-08-2026,stk_57,J057,Butter,1,packet,,,2026-08-12T15:58:29.409Z
out_1786550340078,12-08-2026,stk_58,J058,Amul Fresh Cream,1,packet,,,2026-08-12T15:59:00.078Z
out_1786550437897,12-08-2026,stk_75,J075,Potato (আলু),2.5,kg,,,2026-08-12T16:00:37.897Z
out_1786550470763,12-08-2026,stk_76,J076,Onion (পেঁয়াজ),4.5,kg,,,2026-08-12T16:01:10.763Z
out_1786550510815,12-08-2026,stk_79,J079,Capsicum,0.5,kg,,,2026-08-12T16:01:50.815Z
out_1786550533678,12-08-2026,stk_80,J080,Carrot,0.6,kg,,,2026-08-12T16:02:13.678Z
out_1786550560973,12-08-2026,stk_82,J082,Green Chilli (কাঁচা লঙ্কা),0.4,kg,,,2026-08-12T16:02:40.973Z
out_1786550580492,12-08-2026,stk_83,J083,Tomato (টমেটো),0.8,kg,,,2026-08-12T16:03:00.492Z
out_1786550617587,12-08-2026,stk_84,J084,Cabbage (বাঁধাকপি),2,kg,,,2026-08-12T16:03:37.587Z
out_1786550640812,12-08-2026,stk_86,J086,Dhania Pata (Coriander),0.4,kg,,,2026-08-12T16:04:00.813Z
out_1786550667848,12-08-2026,stk_88,J088,Cucumber (শসা),0.5,kg,,,2026-08-12T16:04:27.848Z
out_1786550730851,12-08-2026,stk_112,J112,13x16 Carry Bag,1,packet,,,2026-08-12T16:05:30.851Z
out_1786550753984,12-08-2026,stk_110,J110,Chatni Box,1,packet,,,2026-08-12T16:05:53.984Z
out_1786550785861,12-08-2026,stk_108,J108,Tissue Paper,3,packet,,,2026-08-12T16:06:25.861Z
out_1786552375589,12-08-2026,stk_46,J046,Papad,5,packet,,,2026-08-12T16:32:55.589Z
out_1786634984959,13-08-2026,stk_2,J002,Palm Oil (পাম অয়েল),5,packet,,,2026-08-13T15:29:44.959Z
out_1786635000268,13-08-2026,stk_3,J003,Refined Oil (রেফাইন্ড অয়েল),1,L,,,2026-08-13T15:30:00.268Z
out_1786635057893,13-08-2026,stk_5,J005,Maida (মাইদা),4,kg,,,2026-08-13T15:30:57.893Z
out_1786635076653,13-08-2026,stk_6,J006,Atta (আটা),5,kg,,,2026-08-13T15:31:16.653Z
out_1786635109021,13-08-2026,stk_8,J008,Tomato Sauce (টমেটো sos),1,packet,,,2026-08-13T15:31:49.021Z
out_1786635124509,13-08-2026,stk_11,J011,Vinegar,1,pcs,,,2026-08-13T15:32:04.509Z
out_1786635791766,13-08-2026,stk_13,J013,Kasuri Methi,1,pcs,,,2026-08-13T15:43:11.766Z
out_1786635804950,13-08-2026,stk_14,J014,Chat Masala,2,packet,,,2026-08-13T15:43:24.950Z
out_1786635816190,13-08-2026,stk_15,J015,Kashmiri Chilli Powder,2,pcs,,,2026-08-13T15:43:36.191Z
out_1786635841920,13-08-2026,stk_17,J017,Chilli Powder,5,packet,,,2026-08-13T15:44:01.921Z
out_1786635873478,13-08-2026,stk_24,J024,Red Food Color,1,box,,,2026-08-13T15:44:33.478Z
out_1786636120350,13-08-2026,stk_124,J124,Vim Soap / Bar (Bhim Srap),2,pcs,,,2026-08-13T15:48:40.350Z
out_1786636188350,13-08-2026,stk_55,J055,Dahi (দই / Curd),3,kg,,,2026-08-13T15:49:48.350Z
out_1786636209934,13-08-2026,stk_57,J057,Butter,1,packet,,,2026-08-13T15:50:09.934Z
out_1786636233302,13-08-2026,stk_104,J104,1000ml Container,1,pcs,,,2026-08-13T15:50:33.303Z
out_1786636254462,13-08-2026,stk_106,J106,750ml Container,1,pcs,,,2026-08-13T15:50:54.462Z
out_1786636299190,13-08-2026,stk_75,J075,Potato (আলু),4.5,kg,,,2026-08-13T15:51:39.190Z
out_1786636345167,13-08-2026,stk_76,J076,Onion (পেঁয়াজ),5,kg,,,2026-08-13T15:52:25.167Z
out_1786636363942,13-08-2026,stk_77,J077,Ginger (আদা),3,kg,,,2026-08-13T15:52:43.942Z
out_1786636381430,13-08-2026,stk_78,J078,Garlic (রসুন),2.5,kg,,,2026-08-13T15:53:01.430Z
out_1786636410319,13-08-2026,stk_79,J079,Capsicum,0.5,kg,,,2026-08-13T15:53:30.319Z
out_1786636550198,13-08-2026,stk_80,J080,Carrot,0.5,kg,,,2026-08-13T15:55:50.199Z
out_1786636570407,13-08-2026,stk_83,J083,Tomato (টমেটো),0.5,kg,,,2026-08-13T15:56:10.407Z
out_1786636600703,13-08-2026,stk_86,J086,Dhania Pata (Coriander),0.5,kg,,,2026-08-13T15:56:40.703Z
out_1786636616775,13-08-2026,stk_88,J088,Cucumber (শসা),0.4,kg,,,2026-08-13T15:56:56.775Z
out_1786642341597,13-08-2026,stk_61,J061,Campa Black 500ml,9,pcs,,,2026-08-13T17:32:21.597Z
out_1786642359045,13-08-2026,stk_64,J064,Bisleri Water 1L,21,pcs,,,2026-08-13T17:32:39.045Z
out_1786642380764,13-08-2026,stk_67,J067,Bisleri Water 500ml,4,pcs,,,2026-08-13T17:33:00.764Z
out_1786686647661,14-08-2026,stk_85,J085,Lemon (লেবু),50,pcs,,,2026-08-14T05:50:47.661Z
out_1786686685218,14-08-2026,stk_85,J085,Lemon (লেবু),6,pcs,,,2026-08-14T05:51:25.218Z
out_1786688900841,14-08-2026,stk_84,J084,Cabbage (বাঁধাকপি),0.7,kg,,,2026-08-14T06:28:20.841Z
out_1786689172529,14-08-2026,stk_82,J082,Green Chilli (কাঁচা লঙ্কা),1,kg,,,2026-08-14T06:32:52.530Z
out_1786689575036,14-08-2026,stk_52,J052,Egg (ডিম),5,packet,,,2026-08-14T06:39:35.037Z
out_1786689603868,14-08-2026,stk_52,J052,Egg (ডিম),2,packet,,,2026-08-14T06:40:03.868Z
out_1786689641493,14-08-2026,stk_134,J00134,plastic FOLK,5,packet,,,2026-08-14T06:40:41.493Z
out_1786689661157,14-08-2026,stk_5,J005,Maida (মাইদা),4,kg,,,2026-08-14T06:41:01.157Z
out_1786689702741,14-08-2026,stk_7,J007,Chowmein Noodle (চাউমিন),4,packet,,,2026-08-14T06:41:42.741Z
out_1786689736621,14-08-2026,stk_57,J057,Butter,1,packet,,,2026-08-14T06:42:16.621Z
out_1786689754308,14-08-2026,stk_13,J013,Kasuri Methi,1,pcs,,,2026-08-14T06:42:34.308Z
out_1786689784085,14-08-2026,stk_29,J029,Sugar,0.7,g,,,2026-08-14T06:43:04.085Z
out_1786689800014,14-08-2026,stk_16,J016,Ajinomoto (Ajina),0.5,kg,,,2026-08-14T06:43:20.014Z
out_1786689830838,14-08-2026,stk_51,J051,Dhania (Coriander Seeds),0.1,g,,,2026-08-14T06:43:50.838Z
out_1786689851221,14-08-2026,stk_41,J041,Black Pepper (Gol Morich),0.2,g,,,2026-08-14T06:44:11.221Z
out_1786697009901,14-08-2026,stk_27,J027,Dry Chilli,0.25,g,,,2026-08-14T08:43:29.902Z
out_1786697040654,14-08-2026,stk_33,J033,Mogoz (Melon Seeds),0.6,g,,,2026-08-14T08:44:00.654Z
out_1786697125573,14-08-2026,stk_31,J031,Dalda / Vanaspati,2,packet,,,2026-08-14T08:45:25.573Z
out_1786697148182,14-08-2026,stk_30,J030,Posto (Poppy Seeds),2,packet,,,2026-08-14T08:45:48.182Z
out_1786697167287,14-08-2026,stk_83,J083,Tomato (টমেটো),2.1,kg,,,2026-08-14T08:46:07.287Z
out_1786697193174,14-08-2026,stk_88,J088,Cucumber (শসা),0.3,kg,,,2026-08-14T08:46:33.174Z
out_1786697210150,14-08-2026,stk_80,J080,Carrot,0.2,kg,,,2026-08-14T08:46:50.150Z
out_1786698977432,14-08-2026,stk_80,J080,Carrot,0.5,kg,,,2026-08-14T09:16:17.432Z
out_1786698994264,14-08-2026,stk_88,J088,Cucumber (শসা),0.5,kg,,,2026-08-14T09:16:34.264Z
out_1786699272600,14-08-2026,stk_75,J075,Potato (আলু),2.4,kg,,,2026-08-14T09:21:12.600Z
out_1786713920343,14-08-2026,stk_58,J058,Amul Fresh Cream,1,packet,,,2026-08-14T13:25:20.344Z
out_1786724962154,14-08-2026,stk_57,J057,Butter,1,packet,,,2026-08-14T16:29:22.155Z
out_1786724982490,14-08-2026,stk_88,J088,Cucumber (শসা),0.5,kg,,,2026-08-14T16:29:42.490Z
out_1786725589441,14-08-2026,stk_2,J002,Palm Oil (পাম অয়েল),2,packet,,,2026-08-14T16:39:49.441Z
out_1786728979946,14-08-2026,stk_61,J061,Campa Black 500ml,4,pcs,,,2026-08-14T17:36:19.946Z
out_1786729005176,14-08-2026,stk_71,J071,Thums Up 500ml,4,pcs,,,2026-08-14T17:36:45.176Z
out_1786729039792,14-08-2026,stk_64,J064,Bisleri Water 1L,18,pcs,,,2026-08-14T17:37:19.792Z
out_1786729060743,14-08-2026,stk_67,J067,Bisleri Water 500ml,3,pcs,,,2026-08-14T17:37:40.743Z
out_1786729148517,14-08-2026,stk_74,J074,Sprite 1L,12,pcs,,,2026-08-14T17:39:08.517Z
out_1786729165684,14-08-2026,stk_124,J124,Vim Soap / Bar (Bhim Srap),2,pcs,,,2026-08-14T17:39:25.684Z
out_1786730203096,14-08-2026,stk_29,J029,Sugar,2,g,,,2026-08-14T17:56:43.097Z
out_1786730217822,14-08-2026,stk_42,J042,Pure Ghee,1,box,,,2026-08-14T17:56:57.822Z
out_1786799372718,15-08-2026,stk_1,J001,Rice (রাইস),1,packet,,,2026-08-15T13:09:32.718Z
out_1786799384036,15-08-2026,stk_2,J002,Palm Oil (পাম অয়েল),8,packet,,,2026-08-15T13:09:44.036Z
out_1786799394452,15-08-2026,stk_3,J003,Refined Oil (রেফাইন্ড অয়েল),1,L,,,2026-08-15T13:09:54.453Z
out_1786799405581,15-08-2026,stk_4,J004,Mustard Oil (মাস্টার অয়েল),1,L,,,2026-08-15T13:10:05.581Z
out_1786799427340,15-08-2026,stk_5,J005,Maida (মাইদা),4,kg,,,2026-08-15T13:10:27.340Z
out_1786799437867,15-08-2026,stk_7,J007,Chowmein Noodle (চাউমিন),3,packet,,,2026-08-15T13:10:37.867Z
out_1786799447860,15-08-2026,stk_8,J008,Tomato Sauce (টমেটো sos),1,packet,,,2026-08-15T13:10:47.860Z
out_1786799461141,15-08-2026,stk_11,J011,Vinegar,1,pcs,,,2026-08-15T13:11:01.141Z
out_1786799472132,15-08-2026,stk_13,J013,Kasuri Methi,2,pcs,,,2026-08-15T13:11:12.132Z
out_1786799494269,15-08-2026,stk_23,J023,Attar / Essence,1,pcs,,,2026-08-15T13:11:34.269Z
out_1786799520070,15-08-2026,stk_34,J034,Elachi (Cardamom),0.2,g,,,2026-08-15T13:12:00.070Z
out_1786799537222,15-08-2026,stk_36,J036,Jaitri (Mace),0.15,g,,,2026-08-15T13:12:17.222Z
out_1786800322024,15-08-2026,stk_47,J047,Kissan Tomato Sauce Pouch,1,pcs,,,2026-08-15T13:25:22.025Z
out_1786800392682,15-08-2026,stk_54,J054,Milk (দুধ),3,packet,,,2026-08-15T13:26:32.682Z
out_1786800473039,15-08-2026,stk_55,J055,Dahi (দই / Curd),5,packet,,,2026-08-15T13:27:53.039Z
out_1786800492862,15-08-2026,stk_55,J055,Dahi (দই / Curd),2,packet,,,2026-08-15T13:28:12.863Z
out_1786800528959,15-08-2026,stk_110,J110,Chatni Box,1,packet,,,2026-08-15T13:28:48.959Z
out_1786800561346,15-08-2026,stk_104,J104,1000ml Container,1,pcs,,,2026-08-15T13:29:21.346Z
out_1786804021070,15-08-2026,stk_124,J124,Vim Soap / Bar (Bhim Srap),2,pcs,,,2026-08-15T14:27:01.070Z
out_1786804840324,15-08-2026,stk_57,J057,Butter,1,packet,,,2026-08-15T14:40:40.324Z
out_1786809591657,15-08-2026,stk_75,J075,Potato (আলু),4.5,kg,,,2026-08-15T15:59:51.657Z
out_1786809659792,15-08-2026,stk_76,J076,Onion (পেঁয়াজ),7,kg,,,2026-08-15T16:00:59.792Z
out_1786809678193,15-08-2026,stk_79,J079,Capsicum,0.7,kg,,,2026-08-15T16:01:18.193Z
out_1786809695505,15-08-2026,stk_80,J080,Carrot,0.8,kg,,,2026-08-15T16:01:35.505Z
out_1786809723920,15-08-2026,stk_82,J082,Green Chilli (কাঁচা লঙ্কা),0.25,kg,,,2026-08-15T16:02:03.920Z
out_1786809741728,15-08-2026,stk_83,J083,Tomato (টমেটো),1,kg,,,2026-08-15T16:02:21.728Z
out_1786809765744,15-08-2026,stk_86,J086,Dhania Pata (Coriander),0.4,kg,,,2026-08-15T16:02:45.744Z
out_1786809819888,15-08-2026,stk_88,J088,Cucumber (শসা),1,kg,,,2026-08-15T16:03:39.888Z
out_1786810366655,15-08-2026,stk_2,J002,Palm Oil (পাম অয়েল),3,packet,,,2026-08-15T16:12:46.655Z
out_1786811931284,15-08-2026,stk_21,J021,Kabuli Chana,0.5,g,,,2026-08-15T16:38:51.285Z
